id,Reviews,Categories,Polarities
438,物流真是快阿，物美价廉好评,价格,正面
438,物流真是快阿，物美价廉好评,整体,正面
439,一点都没有遮暇效果，反正只能说不过敏吧,功效,负面
439,一点都没有遮暇效果，反正只能说不过敏吧,使用体验,正面
440,酒精味好浓,使用体验,负面
441,超级好用，物美价廉,整体,正面
441,超级好用，物美价廉,价格,正面
442,扫二维码查了是正品，朋友推荐的，用一段时间后再来评价。,真伪,正面
443,好用好用水润,整体,正面
443,好用好用水润,使用体验,正面
444,还没用，但很快就到了i,物流,正面
445,一直用的这个牌子，挺温和的水润，还送了小瓶的,使用体验,正面
446,很好，需要还会再来,整体,正面
447,还可以吧，不油不腻,整体,正面
447,还可以吧，不油不腻,使用体验,正面
448,不错哦。速度很快，~。以后就买****的了。,物流,正面
448,不错哦。速度很快，~。以后就买****的了。,整体,正面
449,东西很好啊有活动时候买的也很划算 很好吃！**牛批,价格,正面
449,东西很好啊有活动时候买的也很划算 很好吃！**牛批,整体,正面
450,一直用挺不错,整体,正面
451,宝贝儿收到了，一切都好，我还担心会冻了，打开看了没冻心情美美哒，这款面膜保湿效果真的不错哦！,功效,正面
452,还可以吧就是涂在脸上有些干,整体,正面
452,还可以吧就是涂在脸上有些干,使用体验,负面
453,个人情况：有点点酒精味，不过能接受，就不不知道用久了会不会对皮肤不太好,气味,中性
454,超级好用，物美价廉，效果也超级好。用了之后感觉皮肤明显变好。,整体,正面
454,超级好用，物美价廉，效果也超级好。用了之后感觉皮肤明显变好。,价格,正面
455,东西挺好用的，保湿度强,整体,正面
455,东西挺好用的，保湿度强,功效,正面
456,已扫码验过是正品??,整体,正面
457,很香，保湿做好不会有卡粉浮粉现象。就是补妆要勤快些。呵呵,使用体验,正面
457,很香，保湿做好不会有卡粉浮粉现象。就是补妆要勤快些。呵呵,气味,正面
458,面膜超好用 实惠,整体,正面
458,面膜超好用 实惠,价格,正面
459,挺好的，用了以后还想用，下次还会购买,整体,正面
460,这个品牌我用了10年了这次购买不是正品,真伪,负面
461,很好不错非常喜欢下次再买,整体,正面
462,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，,整体,正面
462,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，,成分,正面
462,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，,包装,负面
463,超好用，完全可以用物美价廉四个字形容，已购两箱子备用。,整体,正面
463,超好用，完全可以用物美价廉四个字形容，已购两箱子备用。,价格,正面
464,很好用，还会回购的。,整体,正面
465,一直在这家店购宝贝，现在这个季节涨价太多了,价格,负面
466,方便快捷不错不错，最近活动不给力啊,价格,负面
466,方便快捷不错不错，最近活动不给力啊,其他,正面
466,方便快捷不错不错，最近活动不给力啊,整体,正面
467,特别好 很好 非常好 很喜欢 特别实惠哈哈,整体,正面
467,特别好 很好 非常好 很喜欢 特别实惠哈哈,价格,正面
468,物流特别特别给力，卖家服务态度非常好?，用的好在光顾,物流,正面
468,物流特别特别给力，卖家服务态度非常好?，用的好在光顾,服务,正面
469,还可以  水水的  就是不知道卸妆了没  化妆棉颜色也没啥变化,整体,正面
469,还可以  水水的  就是不知道卸妆了没  化妆棉颜色也没啥变化,使用体验,正面
470,遮瑕还好，就是太干,功效,正面
470,遮瑕还好，就是太干,使用体验,负面
471,很好用，很喜欢,整体,正面
472,很好的面膜，补水效果杠杠滴。我用的所有护肤品都是***的，老牌子值得信赖,整体,正面
472,很好的面膜，补水效果杠杠滴。我用的所有护肤品都是***的，老牌子值得信赖,功效,正面
473,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！,功效,正面
473,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！,价格,正面
473,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！,物流,正面
473,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！,整体,正面
474,味道很喜欢，价格也很划算,气味,正面
474,味道很喜欢，价格也很划算,价格,正面
475,这都好几天了，快递还没有收到，,物流,负面
476,买了好多好多送给婆婆，她很喜欢,整体,正面
477,声明不是盗图，一下买了20片，却下了两个单?物流快，包装严实，???,物流,正面
477,声明不是盗图，一下买了20片，却下了两个单?物流快，包装严实，???,包装,正面
478,不错挺好，快递及时专业,整体,正面
478,不错挺好，快递及时专业,物流,正面
479,还可以吧，淡淡的味道，卸的也干净,整体,正面
479,还可以吧，淡淡的味道，卸的也干净,功效,正面
479,还可以吧，淡淡的味道，卸的也干净,气味,正面
480,补水效果不错，现在天气太冷，不敢用！,功效,正面
481,泛白，不持妆，透气性也很一般，不推荐。,使用体验,负面
482,实惠，回购很多次了，速度很快，第二天就到了,价格,正面
482,实惠，回购很多次了，速度很快，第二天就到了,物流,正面
483,很好用用过好几次了清洁能力：清洗很容易,功效,正面
484,便宜实惠，凑单买的，好用的话再买！,价格,正面
485,收到了，用着挺不错的,整体,正面
486,这个卸妆水还可以，比我之前的好用！,整体,正面
487,发错了，发一瓶霜！,物流,负面
488,确认过鼻子，是我喜欢的味道，这个味道很熟悉，但就是说不上来是哪一种感觉,气味,正面
489,给女朋友买的，她说不好用很垃圾。让我给个差评。第一次给女朋友买化妆品类的东西就出现这种情况很忧伤。,整体,负面
490,整体还不错吧  就是没有我之前买的洗面奶好用  洗完脸之后有点滑  清洁效果一般般吧,整体,正面
490,整体还不错吧  就是没有我之前买的洗面奶好用  洗完脸之后有点滑  清洁效果一般般吧,使用体验,中性
490,整体还不错吧  就是没有我之前买的洗面奶好用  洗完脸之后有点滑  清洁效果一般般吧,功效,中性
491,防晒效果怎么样一时真看不出来，但是成膜快，不假面，不油不闷痘。后续上底妆些许在眼皮挫泥，就酱,功效,正面
491,防晒效果怎么样一时真看不出来，但是成膜快，不假面，不油不闷痘。后续上底妆些许在眼皮挫泥，就酱,功效,中性
491,防晒效果怎么样一时真看不出来，但是成膜快，不假面，不油不闷痘。后续上底妆些许在眼皮挫泥，就酱,使用体验,正面
492,第二次购买了，用着还不错，挺补水的，还很便宜好评,功效,正面
492,第二次购买了，用着还不错，挺补水的，还很便宜好评,整体,正面
492,第二次购买了，用着还不错，挺补水的，还很便宜好评,价格,正面
493,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！,物流,正面
493,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！,功效,正面
493,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！,整体,正面
493,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！,价格,正面
494,赠送的，挺好的,整体,正面
495,这款洗面奶会刺激皮肤，而且洗完后会紧绷,使用体验,负面
496,**快递太给力了，昨天下单，今天收到,物流,正面
497,还木有用 不知道是不是正品 以后补,真伪,中性
498,****质量有保证，效率服务都很满意，老婆很喜欢这款面膜.,服务,正面
498,****质量有保证，效率服务都很满意，老婆很喜欢这款面膜.,整体,正面
499,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。,物流,正面
499,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。,其他,正面
499,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。,价格,正面
499,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。,真伪,正面
500,宝贝已收到，希望是正品，送了两个小样的卸妆水,真伪,中性
501,一直用，感觉不错，赞一个,整体,正面
502,味道淡淡的  水分超足  没有刺激感,气味,正面
502,味道淡淡的  水分超足  没有刺激感,使用体验,正面
503,产品质量好，价格实惠，大品牌值得信赖,价格,正面
504,买了几次了，很好用！经济，实惠！支持**！,整体,正面
504,买了几次了，很好用！经济，实惠！支持**！,价格,正面
505,用了感觉有酒精味道，但是很快就挥发，我敏感肌肤，用了不过敏，比安耐晒质地清爽，不油腻，而且擦了有提亮肤色现货,气味,中性
505,用了感觉有酒精味道，但是很快就挥发，我敏感肌肤，用了不过敏，比安耐晒质地清爽，不油腻，而且擦了有提亮肤色现货,使用体验,正面
505,用了感觉有酒精味道，但是很快就挥发，我敏感肌肤，用了不过敏，比安耐晒质地清爽，不油腻，而且擦了有提亮肤色现货,功效,正面
506,不错挺好的，价格实惠还有赠品,整体,正面
506,不错挺好的，价格实惠还有赠品,价格,正面
507,有史以来买的最垃圾的一次，一点不好用跟二十块钱的产品没什么区别，还望广大网购的朋友们慎重再慎重。,整体,负面
508,太好了！**的**产品就是让人买的放心用的舒心！全满分好评！,整体,正面
509,这个牌子第二次购买了，特别好用补水效果杠杠滴！,功效,正面
509,这个牌子第二次购买了，特别好用补水效果杠杠滴！,整体,正面
510,很好的，用了白白的，也不油腻,整体,正面
510,很好的，用了白白的，也不油腻,功效,正面
510,很好的，用了白白的，也不油腻,使用体验,正面
511,发货快，一如既往的好,物流,正面
511,发货快，一如既往的好,整体,正面
512,面膜很好用，老婆多次购买了,整体,正面
513,收货很快，还送了一个替换装，不错?,物流,正面
513,收货很快，还送了一个替换装，不错?,整体,正面
514,价格优惠，泡沫多，洗后不紧绷，特别干净,价格,正面
514,价格优惠，泡沫多，洗后不紧绷，特别干净,使用体验,正面
514,价格优惠，泡沫多，洗后不紧绷，特别干净,功效,正面
515,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。,物流,正面
515,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。,包装,正面
515,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。,价格,正面
515,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。,真伪,正面
516,东西很好，质量不错玩，****用着放心，性价比高，值得购买。,整体,正面
516,东西很好，质量不错玩，****用着放心，性价比高，值得购买。,价格,正面
517,质量不错的，帮朋友买的，比实体店便宜不少钱的呀,整体,正面
517,质量不错的，帮朋友买的，比实体店便宜不少钱的呀,价格,正面
518,很控油很持妆！就是稍微有点干。颜色也很好。,功效,正面
518,很控油很持妆！就是稍微有点干。颜色也很好。,使用体验,中性
518,很控油很持妆！就是稍微有点干。颜色也很好。,包装,正面
519,大爱，还是有活动的时候买最合适，一直在用这个品牌，****，我很放心,价格,正面
520,物流超快，很好和喜欢,物流,正面
520,物流超快，很好和喜欢,整体,正面
521,送货挺快，东西收到了看了看，还没用但愿是正品用了肌肤有所改善,物流,正面
522,这是第二次购买了，价格合适，还很好用,价格,正面
522,这是第二次购买了，价格合适，还很好用,整体,正面
523,还没用，好评,整体,正面
524,是我喜欢的面膜，真的实惠实用,价格,正面
525,不错 送货速度超快  用了一次 感觉不错,物流,正面
525,不错 送货速度超快  用了一次 感觉不错,整体,正面
526,囤货，一直都用的***，相信它,整体,正面
527,用了几片，才来评论，效果还可以,整体,正面
528,收到了 物流很快呢 活动买的很划算哦,物流,正面
528,收到了 物流很快呢 活动买的很划算哦,价格,正面
529,不怎么样，卡粉，太白，买的已经是最暗的了还是太白,整体,负面
529,不怎么样，卡粉，太白，买的已经是最暗的了还是太白,功效,负面
529,不怎么样，卡粉，太白，买的已经是最暗的了还是太白,使用体验,负面
530,还没开始用，好像还可以,整体,正面
531,用了2年了性价比高而且好用一如既往的会买这款隔离,价格,正面
531,用了2年了性价比高而且好用一如既往的会买这款隔离,整体,正面
532,凑单，买来粉扑的，挺干净,功效,正面
533,多次购买，听说用着还不错！,整体,正面
534,不错，真的好用，用完一点也不油，超清爽的，强烈推荐,整体,正面
534,不错，真的好用，用完一点也不油，超清爽的，强烈推荐,使用体验,正面
535,物流太快了，昨天晚上下单今天中午就到了。一直都在用，很好用,物流,正面
535,物流太快了，昨天晚上下单今天中午就到了。一直都在用，很好用,整体,正面
536,老婆说很好很喜欢，继续关注,整体,正面
537,宝贝收到了，这个牌子很喜欢，不贵好用的牌子，我一直用它，希望和以前买的一样好用！,整体,正面
537,宝贝收到了，这个牌子很喜欢，不贵好用的牌子，我一直用它，希望和以前买的一样好用！,价格,正面
538,很好。不错。,整体,正面
539,40G真的好小 挺湿润的,尺寸,负面
539,40G真的好小 挺湿润的,使用体验,正面
540,味道很好闻，就是泡沫有点少，，比较费,气味,正面
540,味道很好闻，就是泡沫有点少，，比较费,价格,负面
541,感觉还不错，喜欢下次还会来光顾,整体,正面
542,应该可以，我一直用***，还没折开用，也不知送的什么礼品，等折开用时再评价,整体,正面
543,性价比高，被好评吸引过来，还有赠品，用用再说。,价格,正面
543,性价比高，被好评吸引过来，还有赠品，用用再说。,整体,正面
544,昨天晚上买的  中午就到了  很快,物流,正面
545,买了好几次了，补水效果感觉还不错，就是优惠力度感觉没有以前大了！,功效,正面
545,买了好几次了，补水效果感觉还不错，就是优惠力度感觉没有以前大了！,价格,负面
546,一直用的***的，这次换换这个***的试试，好评吧！,整体,正面
547,还没开始使用，包装很漂亮，60片可以用上一段日子了，等6.18再来囤货。,包装,正面
548,挺好的，遮瑕的效果也特别好，特别喜欢，物流也特别快,功效,正面
548,挺好的，遮瑕的效果也特别好，特别喜欢，物流也特别快,物流,正面
548,挺好的，遮瑕的效果也特别好，特别喜欢，物流也特别快,整体,正面
549,补水效果不错，物流也很快！一直都用这牌子的东西真的很好用,功效,正面
549,补水效果不错，物流也很快！一直都用这牌子的东西真的很好用,物流,正面
549,补水效果不错，物流也很快！一直都用这牌子的东西真的很好用,整体,正面
550,满意，搞活动双十一买的很划算，第一次买这个牌子的面膜，不知道效果怎么样，,价格,正面
550,满意，搞活动双十一买的很划算，第一次买这个牌子的面膜，不知道效果怎么样，,整体,正面
551,给妹子买的不是很懂，反馈效果说很不错,整体,正面
552,挺好的呀呀呀呀呀呀呀呀呀呀呀呀,整体,正面
553,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。,功效,正面
553,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。,使用体验,正面
553,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。,气味,正面
553,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。,价格,正面
554,还没用，送了面膜，包装还不错，忘记拍照了，物流还蛮快,包装,正面
554,还没用，送了面膜，包装还不错，忘记拍照了，物流还蛮快,物流,正面
555,还不错吧，看~上推荐的，价格便宜，具体作用，有待时间的检验,整体,正面
555,还不错吧，看~上推荐的，价格便宜，具体作用，有待时间的检验,价格,正面
556,面膜超级划算，很喜欢**买东西，又便宜又快。购物体验很好！面膜也不错。补水效果不错！,功效,正面
556,面膜超级划算，很喜欢**买东西，又便宜又快。购物体验很好！面膜也不错。补水效果不错！,价格,正面
556,面膜超级划算，很喜欢**买东西，又便宜又快。购物体验很好！面膜也不错。补水效果不错！,物流,正面
556,面膜超级划算，很喜欢**买东西，又便宜又快。购物体验很好！面膜也不错。补水效果不错！,整体,正面
557,确实挺好用，挺舒服，挺干净！！！！之前也考虑过其它的，感觉这个性价比高！,整体,正面
557,确实挺好用，挺舒服，挺干净！！！！之前也考虑过其它的，感觉这个性价比高！,功效,正面
558,好开心，送了超级多中样,整体,正面
559,一直用这个，保湿效果非常好，干性皮肤很适合用，冬天再也不怕天气干燥,功效,正面
560,很好用，一直都在用，也很好涂抹，一抹就开！,整体,正面
560,很好用，一直都在用，也很好涂抹，一抹就开！,使用体验,正面
561,还可以还有赠送，很实惠！,价格,正面
561,还可以还有赠送，很实惠！,整体,正面
562,包装也太丑了。。吧,包装,负面
563,很好，下次再来购买。,整体,正面
564,哈哈哈哈哈，好快就到啦，很喜欢，很香哦！,整体,正面
564,哈哈哈哈哈，好快就到啦，很喜欢，很香哦！,气味,正面
564,哈哈哈哈哈，好快就到啦，很喜欢，很香哦！,物流,正面
565,感觉太白了，白的不自然。,功效,负面
566,还不错吧，给老妈买的，还送了很多赠品，如果用着好，我也给自己买试试,整体,正面
566,还不错吧，给老妈买的，还送了很多赠品，如果用着好，我也给自己买试试,价格,正面
567,很不错，又便宜。精华很多！,成分,正面
567,很不错，又便宜。精华很多！,整体,正面
567,很不错，又便宜。精华很多！,价格,正面
568,用后水水嫩嫩的，不油腻,使用体验,正面
569,保质期四年，买到手还剩两年，怪不得便宜了，应当提前告知不足四年的！,新鲜度,负面
570,很好，是正品,真伪,正面
570,很好，是正品,整体,正面
571,看起来还不错，等用了再来评论吧,整体,正面
572,当天到货，才拿到就打开试用，涂在手上我用湿毛巾擦都擦不掉，清香型，很喜欢,气味,正面
572,当天到货，才拿到就打开试用，涂在手上我用湿毛巾擦都擦不掉，清香型，很喜欢,整体,正面
573,****，优惠多多。非常满意。希望能白一点。,价格,正面
573,****，优惠多多。非常满意。希望能白一点。,整体,正面
574,与描述的一样 没让人失望,整体,正面
575,确实挺白的，不过用完脸上长痘，还刺痒啊,功效,正面
575,确实挺白的，不过用完脸上长痘，还刺痒啊,使用体验,负面
576,大品牌值得信赖，**快递速度很快。,物流,正面
577,补水的，买隔离送的，很满意，谢谢，好评哈,整体,正面
577,补水的，买隔离送的，很满意，谢谢，好评哈,功效,正面
578,很不错，用起来感觉很水润,整体,正面
578,很不错，用起来感觉很水润,使用体验,正面
579,颜色挺合适，自然偏白,包装,正面
579,颜色挺合适，自然偏白,功效,正面
579,颜色挺合适，自然偏白,功效,中性
580,买回来先用一张，不过敏，好,使用体验,正面
580,买回来先用一张，不过敏，好,整体,正面
581,第二次购买了，一直都是在**买的化妆品，面膜什么的，发货速度快，商品好，信赖**,物流,正面
581,第二次购买了，一直都是在**买的化妆品，面膜什么的，发货速度快，商品好，信赖**,整体,正面
582,用了几天感觉很好,整体,正面
583,挺香的，感觉效果不错，泡沫很多,气味,正面
583,挺香的，感觉效果不错，泡沫很多,功效,正面
583,挺香的，感觉效果不错，泡沫很多,使用体验,正面
584,一直在用这个牌子的护肤品，感觉很不错,整体,正面
585,非常好用很好,整体,正面
586,包装精美，质量上乘，价格合理，值得购买。,包装,正面
586,包装精美，质量上乘，价格合理，值得购买。,价格,正面
586,包装精美，质量上乘，价格合理，值得购买。,整体,正面
587,第一次用这个牌子，感觉也还好。一直在**买东西，速度快，质量有保证，相信**，相信#。,整体,正面
587,第一次用这个牌子，感觉也还好。一直在**买东西，速度快，质量有保证，相信**，相信#。,物流,正面
588,这款面膜挺好用的，精华很多，粘稠，而且面膜很服帖，没有气泡现象，挺好。,成分,正面
588,这款面膜挺好用的，精华很多，粘稠，而且面膜很服帖，没有气泡现象，挺好。,整体,正面
588,这款面膜挺好用的，精华很多，粘稠，而且面膜很服帖，没有气泡现象，挺好。,使用体验,正面
589,很不错的一款隔离霜继续关注的&hellip,整体,正面
590,第一次买，遮瑕，保湿效果非常好。下次还买。,功效,正面
591,非常好用，洗了脸很清爽舒服。,整体,正面
591,非常好用，洗了脸很清爽舒服。,使用体验,正面
592,还行吧，该车滴滴滴滴啊哈哈哈啊哈 哥给您你,整体,正面
593,隔离非常好用，有一点提亮肤色,功效,正面
594,已经第二次购买，很柔滑补水效果很好，真心好用,功效,正面
594,已经第二次购买，很柔滑补水效果很好，真心好用,使用体验,正面
594,已经第二次购买，很柔滑补水效果很好，真心好用,整体,正面
595,感觉可以的,整体,正面
596,不错，拿来补水用！,功效,正面
596,不错，拿来补水用！,整体,正面
597,不错，挺好用的,整体,正面
598,做活动买的还挺划算的，包装很好，精华液也挺多的，效果嘛没什么突出的，就单纯补补水还OK吧,价格,正面
598,做活动买的还挺划算的，包装很好，精华液也挺多的，效果嘛没什么突出的，就单纯补补水还OK吧,包装,正面
598,做活动买的还挺划算的，包装很好，精华液也挺多的，效果嘛没什么突出的，就单纯补补水还OK吧,成分,正面
598,做活动买的还挺划算的，包装很好，精华液也挺多的，效果嘛没什么突出的，就单纯补补水还OK吧,功效,中性
599,和以前用的比起来更滑,使用体验,正面
600,**大牌很好，用后感觉挺好,整体,正面
601,买了一大堆可以用一段时间了还赠送了五片，好。,整体,正面
602,个人情况：好评，,整体,正面
603,非常好，还送了面膜，给个赞！,整体,正面
604,我用化妆品基本不会过敏的，但是用这款乳有点火辣辣的感觉,使用体验,负面
605,正品，价格实惠，感谢卖家送的礼物，谢谢！还会回购的！,价格,正面
605,正品，价格实惠，感谢卖家送的礼物，谢谢！还会回购的！,真伪,正面
606,是正品，跟我在柜台买的一样但是比柜台要便宜很多，值得购买,真伪,正面
606,是正品，跟我在柜台买的一样但是比柜台要便宜很多，值得购买,价格,正面
607,商品实用，性价比高；老婆很喜欢。,整体,正面
607,商品实用，性价比高；老婆很喜欢。,价格,正面
608,不错，挺温和的一款洗面奶，我一直都在用这个牌子的！,整体,正面
608,不错，挺温和的一款洗面奶，我一直都在用这个牌子的！,使用体验,正面
609,挺好的，价格很实惠,整体,正面
609,挺好的，价格很实惠,价格,正面
610,买水乳套装时凑单买的，听说用起来还不错,整体,正面
611,第二次购买了，好用。服帖保湿，不假白。,整体,正面
611,第二次购买了，好用。服帖保湿，不假白。,功效,正面
612,非常失望，收到货居然是次品，镜子碎成这样了，不知这么多好评是哪来的，差差差,整体,负面
612,非常失望，收到货居然是次品，镜子碎成这样了，不知这么多好评是哪来的，差差差,其他,负面
613,宝贝！很满意！快递小哥很礼貌,整体,正面
613,宝贝！很满意！快递小哥很礼貌,物流,正面
614,物流很准时，快递员辛苦了(�&nabla,物流,正面
615,今天刚收到，物流快，打开了看看，产品一样，??,物流,正面
616,东西不错一直在用，这次有促销就多买了些，好评！,整体,正面
617,~拍的徒手装面膜，都不敢用了，扔柜子里了。,整体,负面
618,隔离霜不错。用完还会继续买。,整体,正面
619,性价比比较高，适合学生党。,价格,正面
620,超级难用！！！！上妆超级差，#，。很想退，但是开了封不能退。再#也不买了,整体,负面
620,超级难用！！！！上妆超级差，#，。很想退，但是开了封不能退。再#也不买了,使用体验,负面
621,多次购买了 挺好用的,整体,正面
622,以前在实体店买过  这次在**买也蛮好的  也不卡粉,使用体验,正面
623,还没用，但***的产品用了好几种了，都非常的不错，我是敏感肌肤，很适合用这款氨基酸的。囤货中。,整体,正面
624,挺不错的  敏感肌终于找到合适的洗面奶了,整体,正面
625,还不错，隔离效果还可以！,整体,正面
625,还不错，隔离效果还可以！,功效,正面
626,昨天用了，挺好的，淡妆卸得干净，量也大，性价比不错,整体,正面
626,昨天用了，挺好的，淡妆卸得干净，量也大，性价比不错,功效,正面
626,昨天用了，挺好的，淡妆卸得干净，量也大，性价比不错,其他,正面
627,宝贝收到了，我要投诉快递员，服务态度不好，还反说我这个人说话不好听,物流,负面
628,好用 颜色是紫色 偏黄肤色用的显白 用完再来,整体,正面
628,好用 颜色是紫色 偏黄肤色用的显白 用完再来,功效,正面
629,感觉有点干，不好涂开吧,使用体验,负面
630,包装有点失望，都不敢用，试试效果还可以,包装,负面
630,包装有点失望，都不敢用，试试效果还可以,整体,正面
631,效果很好，不卡粉，挺划算的，感觉美美哒,整体,正面
631,效果很好，不卡粉，挺划算的，感觉美美哒,使用体验,正面
631,效果很好，不卡粉，挺划算的，感觉美美哒,价格,正面
632,还不错，不是那么白，不影响再上一层cc霜,整体,正面
632,还不错，不是那么白，不影响再上一层cc霜,功效,正面
633,非常满意。,整体,正面
634,买了好几次了喜欢,整体,正面
635,用啦一片还行吧补水我之前有买过这个牌子的面膜好像和这个不太一样！用用看吧不行的话换别的买吧?,整体,正面
635,用啦一片还行吧补水我之前有买过这个牌子的面膜好像和这个不太一样！用用看吧不行的话换别的买吧?,功效,正面
636,服务不好还叫我发5颗星,服务,负面
637,包装精美，物流还是一如既往的快，还没用过这个面膜，用过了再来评价,包装,正面
637,包装精美，物流还是一如既往的快，还没用过这个面膜，用过了再来评价,物流,正面
638,一直听说很好用就买了，试了试觉得不错,整体,正面
639,宝贝收到，还没用，双十二买的便宜备用的，老顾客了，挺满意,价格,正面
639,宝贝收到，还没用，双十二买的便宜备用的，老顾客了，挺满意,整体,正面
640,今天才收到，跟在实体店买的一样，买了三瓶送了好几样赠品，用了效果好以后护肤品就在你家买。,价格,正面
641,面膜很好，女儿看着说我也要用，哈哈,整体,正面
642,还可以吧，不是那么水润，味道有点大，物流挺快的。,整体,正面
642,还可以吧，不是那么水润，味道有点大，物流挺快的。,使用体验,负面
642,还可以吧，不是那么水润，味道有点大，物流挺快的。,气味,负面
642,还可以吧，不是那么水润，味道有点大，物流挺快的。,物流,正面
643,一直在用，感觉隔离效果不错，绿色显得皮肤很白。,功效,正面
644,酒精味道比较浓郁,气味,负面
645,不错，很好用，能遮暇，自然美，很喜欢,整体,正面
645,不错，很好用，能遮暇，自然美，很喜欢,功效,正面
646,还不错，我用了很久了,整体,正面
647,之前买护肤品的时候送了两片试用，觉得还不错，又买了一套来用，这个面膜很好用，而且很实惠！,整体,正面
647,之前买护肤品的时候送了两片试用，觉得还不错，又买了一套来用，这个面膜很好用，而且很实惠！,价格,正面
648,是正品，非常满意，下次再来！,真伪,正面
648,是正品，非常满意，下次再来！,整体,正面
649,很好用啊，水嫩嫩的不会过敏，以后还来买,整体,正面
649,很好用啊，水嫩嫩的不会过敏，以后还来买,使用体验,正面
650,这个粉饼好用，送货快，包装盒完好，省时省力。,物流,正面
650,这个粉饼好用，送货快，包装盒完好，省时省力。,包装,正面
651,两瓶一大一小，小的做旅行装，总得来说还是可以的,整体,正面
652,超级好用！！！！！！！！！！！！？？？？？,整体,正面
653,第一次买，买一送一，真的很划算，非常满意。,价格,正面
654,还好吧，量挺多的。,其他,正面
654,还好吧，量挺多的。,整体,正面
655,快递小哥一如即往的好服务，我用这款面膜不错，很服帖，支持,物流,正面
655,快递小哥一如即往的好服务，我用这款面膜不错，很服帖，支持,整体,正面
655,快递小哥一如即往的好服务，我用这款面膜不错，很服帖，支持,使用体验,正面
656,已经用了补水效果不错，没有过敏不适的反应,功效,正面
656,已经用了补水效果不错，没有过敏不适的反应,使用体验,正面
657,很滋润是正品,真伪,正面
657,很滋润是正品,使用体验,正面
658,面膜一直都在使用，质量很好,整体,正面
659,本来只收到一个快递，然后以为少发了，问了客服，原来两个，不错不错，点名一下客服海流,服务,正面
659,本来只收到一个快递，然后以为少发了，问了客服，原来两个，不错不错，点名一下客服海流,整体,正面
660,经常用他们家 非常不错 可以购买 用了几年了 应该正品,整体,正面
660,经常用他们家 非常不错 可以购买 用了几年了 应该正品,真伪,正面
661,挺好的，实体店都说停产了，买不到，只能在网上买，感觉和实体店买的一样，不错的,整体,正面
662,我是混干皮，觉得还不错，遮瑕四星，持久度四星，也挺好上妆的，就是这个色号比我稍微暗一点，我本来就不算白，这个色号有点黑了。,整体,正面
662,我是混干皮，觉得还不错，遮瑕四星，持久度四星，也挺好上妆的，就是这个色号比我稍微暗一点，我本来就不算白，这个色号有点黑了。,功效,正面
662,我是混干皮，觉得还不错，遮瑕四星，持久度四星，也挺好上妆的，就是这个色号比我稍微暗一点，我本来就不算白，这个色号有点黑了。,功效,负面
663,包装很好看，期待产品效果呦，第一次用这个牌子，但是是好牌子，信得过,包装,正面
664,刚刚用，还不错，喜欢这颜色和味道，继续使用哦,整体,正面
664,刚刚用，还不错，喜欢这颜色和味道，继续使用哦,其他,正面
664,刚刚用，还不错，喜欢这颜色和味道，继续使用哦,气味,正面
665,价格实惠 用着也挺好的 每天一片,价格,正面
665,价格实惠 用着也挺好的 每天一片,整体,正面
666,一直用这个品牌 是正品,真伪,正面
667,好多赠品，用了下挺自然的，味道也好闻，不错?,价格,正面
667,好多赠品，用了下挺自然的，味道也好闻，不错?,使用体验,正面
667,好多赠品，用了下挺自然的，味道也好闻，不错?,气味,正面
668,脸上的斑很多，这款气垫遮暇效果还不错，推荐购买。图片是没有美颜的。,功效,正面
669,第四瓶回购 皮肤是有白一点 淡斑是真没看出来,功效,负面
670,我一直在用这个  感觉挺好的  要就不打算换了,整体,正面
